0	1478.8144	-0.00381649	-0.0796699	-0.019072	3779.62	354.734	-73.4501	0.1	0.0130215
16	1478.8144	-0.0744104	-0.0542217	0.194509	1408.78	-3403.21	-904.762	0.1	0.0130215
32	1478.8144	-0.124754	-0.684501	2.06772	199.183	1568.36	-1069.8	0.1	0.0130215
48	1478.8144	-0.0279666	0.128663	0.178277	1156.41	-2930.54	644.292	0.1	0.0130215
64	1478.8144	0.0179662	-0.0390984	0.00580658	-2491.7	-2380.52	-1799.88	0.1	0.0130215
80	1478.8144	0.12188	0.068153	-0.0233792	1324.33	960.009	-1440.7	0.1	0.0130215
96	1478.8144	0.112458	-0.0860297	-0.030143	-2147.66	-1806.62	1880.36	0.1	0.0130215
112	1478.8144	0.100766	-0.161497	-0.171038	-2819.51	1053.19	1320.0	0.1	0.0130215
128	1478.8144	0.00210391	0.0405034	-0.0689771	-3393.74	1068.56	1753.57	0.1	0.0130215
144	1478.8144	-0.00167893	0.0929429	-0.0130905	1453.5	-2597.81	-886.609	0.1	0.0130215
160	1478.8144	0.54899	-0.269365	-0.929832	205.458	1196.47	-1073.83	0.1	0.0130215
176	1478.8144	-0.240433	-0.138817	-0.177863	752.933	-2168.67	-99.6378	0.1	0.0130215
192	1478.8144	1.19217	-0.852531	-4.07642	-159.938	-577.101	408.424	0.1	0.0130215
208	1478.8144	-0.453517	0.00450037	-0.00505646	1063.02	-1824.4	-2069.59	0.1	0.0130215
224	1478.8144	0.0316349	-0.00836298	0.00757285	1652.56	1707.53	2625.43	0.1	0.0130215
240	1478.8144	-0.045201	-0.0140512	0.0326326	-2408.5	198.237	-1420.37	0.1	0.0130215
256	1478.8144	0.0414209	0.0277474	0.107341	-2977.38	304.485	4659.16	0.1	0.0130215
272	1478.8144	0.0620452	-0.633718	-1.1121	561.311	-481.539	-350.457	0.1	0.0130215
288	1478.8144	-0.206606	-1.40859	0.638705	-550.413	368.6	740.944	0.1	0.0130215
304	1478.8144	0.0128151	-0.0093796	-0.0369909	1541.42	-1268.39	249.935	0.1	0.0130215
320	1478.8144	-0.106243	0.25509	-0.0201892	929.983	-296.081	-444.958	0.1	0.0130215
336	1478.8144	0.0506085	-0.351717	0.00971678	1193.12	-27.2915	-375.82	0.1	0.0130215
352	1478.8144	0.0283492	-0.0523525	0.240302	2828.05	-1318.27	-18.9598	0.1	0.0130215
368	1478.8144	-0.0371264	0.265914	-0.0998937	-331.457	1208.91	-821.627	0.1	0.0130215
384	1478.8144	-1.5156	-1.83319	1.02181	-309.292	-297.175	-371.255	0.1	0.0130215
400	1478.8144	-5.32362	1.17484	-2.00119	-0.299778	440.926	-612.78	0.1	0.0130215
416	1478.8144	0.0013497	0.0307072	-0.12495	1832.65	-1650.52	-876.492	0.1	0.0130215
432	1478.8144	-1.7586	2.4587	4.33306	130.174	286.595	-137.495	0.1	0.0130215
448	1478.8144	-0.668244	0.546913	1.892	-259.33	-217.612	-886.151	0.1	0.0130215
464	1478.8144	-0.0155095	-0.0868087	0.0144508	1668.92	-3083.93	826.215	0.1	0.0130215
480	1478.8144	0.177727	0.120775	0.024557	-1625.05	-421.055	1388.91	0.1	0.0130215
496	1478.8144	-0.143965	-0.379374	-0.557901	-86.4872	-416.836	79.9017	0.1	0.0130215
512	1478.8144	2.52828	0.109039	0.495167	-1135.12	-409.473	896.613	0.1	0.0130215
528	1478.8144	-0.0584896	0.149763	0.0461176	168.428	-561.161	2559.19	0.1	0.0130215
544	1478.8144	-0.0229462	-0.0472783	-0.0680551	-25.0461	-2064.28	4022.33	0.1	0.0130215
560	1478.8144	0.0867336	-0.168152	0.0190099	2352.07	-319.953	2875.93	0.1	0.0130215
576	1478.8144	0.49018	1.50369	-1.26243	-221.458	-391.021	-456.94	0.1	0.0130215
592	1478.8144	0.43983	0.278527	-0.626379	274.739	-5.02466	-66.8767	0.1	0.0130215
608	1478.8144	-0.0130831	-0.0710041	0.0225076	1068.06	-2484.62	2872.04	0.1	0.0130215
624	1478.8144	-0.713589	-0.306085	0.977387	1348.49	-850.202	-252.71	0.1	0.0130215
640	1478.8144	-0.0443832	0.0651813	0.107493	1106.21	-936.488	-1153.79	0.1	0.0130215
656	1478.8144	-0.099538	0.0145433	-0.141529	45.1305	-1687.5	1207.81	0.1	0.0130215
672	1478.8144	0.032544	-0.0216437	0.0175273	4033.47	1439.41	-1520.53	0.1	0.0130215
688	1478.8144	-0.0481512	-0.0333155	0.00284767	3214.13	-1226.28	-2214.56	0.1	0.0130215
704	1478.8144	0.187473	0.188079	-0.238898	1635.52	219.836	55.1849	0.1	0.0130215
720	1478.8144	0.389782	0.47632	0.0864206	-2185.13	-211.473	601.132	0.1	0.0130215
736	1478.8144	-0.127633	-0.155101	0.0327868	1070.9	1558.76	2840.06	0.1	0.0130215
752	1478.8144	-0.0201221	0.0480082	0.0259628	2145.89	-3346.93	-2367.89	0.1	0.0130215
768	1478.8144	-0.118832	0.0620505	0.0133441	-1313.66	-1129.62	5243.86	0.1	0.0130215
784	1478.8144	0.0755977	-0.0167809	-0.0647384	598.203	-436.769	-1638.42	0.1	0.0130215
800	1478.8144	0.0121657	0.00565504	0.0182444	594.284	247.505	-312.563	0.1	0.0130215
816	1478.8144	0.10089	-0.0815602	0.348395	806.008	-482.817	-830.892	0.1	0.0130215
832	1478.8144	-0.045187	0.00947537	0.0752915	94.3304	-1136.57	2053.03	0.1	0.0130215
848	1478.8144	-0.00791033	0.44037	-0.440804	-336.929	-446.387	2010.57	0.1	0.0130215
864	1478.8144	-0.292472	0.404158	-0.115492	934.329	270.441	-202.754	0.1	0.0130215
880	1478.8144	-0.0406753	-0.0406882	0.00363838	3018.5	-4023.3	1239.81	0.1	0.0130215
896	1478.8144	0.00385825	0.0214368	0.022823	4594.93	-859.526	3494.12	0.1	0.0130215
912	1478.8144	0.066652	0.145882	-0.00100699	-208.053	-384.159	91.1189	0.1	0.0130215
928	1478.8144	0.130395	0.225967	0.273441	242.207	-1435.4	1377.94	0.1	0.0130215
944	1478.8144	-0.622724	-0.0105731	-0.257825	371.285	1831.63	-730.746	0.1	0.0130215
960	1478.8144	1.08345	0.233495	-0.593305	368.362	191.99	-2019.31	0.1	0.0130215
976	1478.8144	-0.278871	-0.0200748	0.0107028	-765.083	2130.9	-532.012	0.1	0.0130215
992	1478.8144	-0.748732	-0.00995577	0.0585394	-1149.08	2606.55	222.788	0.1	0.0130215
1008	1478.8144	0.105508	0.0290746	0.153717	4363.09	1970.12	-613.834	0.1	0.0130215
1024	1478.8144	-0.223572	-0.0355832	-0.110394	-3154.3	-1102.53	405.765	0.1	0.0130215
1040	1478.8144	-0.159957	-0.0395617	-0.00891127	-222.135	-457.164	-2034.82	0.1	0.0130215
1056	1478.8144	-0.028806	-0.0414062	0.00389545	330.827	-4091.95	646.888	0.1	0.0130215
1072	1478.8144	-0.0331804	0.0342661	0.163001	-549.915	-497.035	3782.57	0.1	0.0130215
1088	1478.8144	-0.0251431	-0.281147	-0.0301489	-173.016	927.392	-990.878	0.1	0.0130215
1104	1478.8144	-0.0145662	0.0417038	0.00444899	753.883	-1195.49	-47.4246	0.1	0.0130215
1120	1478.8144	-0.0307618	-0.00028502	0.0103547	117.175	1144.08	1803.23	0.1	0.0130215
1136	1478.8144	-0.690202	-0.268171	0.583709	2050.64	46.2953	-39.8303	0.1	0.0130215
1152	1478.8144	-8.64399	-0.982724	-13.3191	299.976	43.5418	-76.9125	0.1	0.0130215
