0	462.1295	-0.00381649	-0.0796699	-0.019072	3779.62	354.734	-73.4501	0.1	0.0130215
5	462.1295	-0.147136	0.222505	-0.00634604	-2700.31	-1672.89	77.1344	0.1	0.0130215
10	462.1295	0.00573873	0.00370372	0.00378552	2439.98	810.04	1674.82	0.1	0.0130215
15	462.1295	-0.0521729	-0.00051245	-0.0172573	-2049.56	3454.6	3320.98	0.1	0.0130215
20	462.1295	-0.88645	-0.417425	-0.316186	84.0451	-1279.77	-239.155	0.1	0.0130215
25	462.1295	0.0288344	0.0251504	-0.037282	1934.61	1505.44	628.607	0.1	0.0130215
30	462.1295	0.00205994	-0.0147626	-0.0490292	-2838.04	2163.52	-920.969	0.1	0.0130215
35	462.1295	-0.0511982	0.00490439	-0.0569029	3009.68	-587.984	1053.15	0.1	0.0130215
40	462.1295	-0.0844492	2.93207	-0.350466	-1344.23	133.008	-124.773	0.1	0.0130215
45	462.1295	-0.699455	1.363	-0.221098	-175.289	-1158.93	-124.118	0.1	0.0130215
50	462.1295	0.0001292	0.0205762	-0.023304	-3087.44	1965.34	4348.17	0.1	0.0130215
55	462.1295	0.0123468	-0.0631627	-0.0209512	2227.08	-1700.39	-1022.22	0.1	0.0130215
60	462.1295	-0.0484332	0.0798594	-0.0320995	1954.96	-4206.26	148.946	0.1	0.0130215
65	462.1295	-8.50658	-36.6604	17.8621	-177.768	-103.464	31.3572	0.1	0.0130215
70	462.1295	0.230856	0.0357069	0.0520119	-3358.1	1454.87	552.407	0.1	0.0130215
75	462.1295	-0.164314	-0.319873	-0.534816	-1861.51	-1251.02	641.079	0.1	0.0130215
80	462.1295	0.12188	0.068153	-0.0233792	1324.33	960.009	-1440.7	0.1	0.0130215
85	462.1295	-0.00555886	0.0565397	0.00462425	1896.42	1761.06	-2945.72	0.1	0.0130215
90	462.1295	0.0632772	0.0603421	-0.0529534	-482.341	3751.18	-5572.93	0.1	0.0130215
95	462.1295	0.0429787	0.0414776	0.0213543	3715.8	-415.706	-18.8695	0.1	0.0130215
100	462.1295	-0.295369	-2.45659	-0.731589	-892.21	485.332	142.157	0.1	0.0130215
105	462.1295	0.00873659	0.0597666	0.00346566	-2720.4	3040.48	450.85	0.1	0.0130215
110	462.1295	-0.00811068	0.12496	0.355638	-2865.61	37.0193	959.494	0.1	0.0130215
115	462.1295	0.00213071	0.105656	0.0344112	-1068.55	-2222.94	3563.34	0.1	0.0130215
120	462.1295	0.0185266	0.019607	0.0060179	847.058	1375.07	2868.96	0.1	0.0130215
125	462.1295	-0.0240479	0.0205142	0.0392621	1213.0	889.751	7165.98	0.1	0.0130215
130	462.1295	0.00496464	-0.00734349	0.0287953	-28.2634	933.267	307.076	0.1	0.0130215
